gene	pval	dev_exp	fdr	significant	effect_size	regulation	pseudoDEG
16 - PRPF40A	0.0021616305330137697	0.6053385324505912	0.0065803060365715975	True	4.849761134893793	UP	False
6 - SLX4	0.0022226110866464532	0.4022652599926413	0.006755656798317486	True	2.611302215016312	DOWN	False
17 - CBLB	0.0022651424467601267	0.44529425949025514	0.006874483905190065	True	3.100703137983735	DOWN	False
6 - RGMB	0.002833427184113946	0.4549369936727867	0.008586142982163472	True	3.3953280604875156	DOWN	False
6 - MSH3	0.0030639076781873165	0.4518374688990703	0.009270522475604588	True	3.258836915147221	DOWN	False
6 - BBS4	0.0030935396804976367	0.385234565220829	0.00934604133080857	True	2.526298900598101	DOWN	False
6 - TARBP1	0.0034103856947559352	0.3730917378507307	0.010287739652355762	True	2.3526885187971023	DOWN	False
6 - MAN1C1	0.003606018170705938	0.35238191984279876	0.010861500514174512	True	1.870800027284125	DOWN	False
17 - ADCY3	0.003695992037148099	0.43046580436615856	0.011115765525257441	True	3.163487929913209	DOWN	False
6 - AHCY	0.004062664185234377	0.409434019358087	0.01218251678492987	True	2.951048304292606	DOWN	False
21 - RASGRP1	0.004062869347774112	0.432496884967539	0.01218251678492987	True	3.2503629007169175	DOWN	False
6 - TNPO2	0.004278241363161572	0.37224766494684625	0.012809105877729259	True	2.4330309258363143	DOWN	False
3 - GK	0.004482941316998668	0.5072024523778798	0.013401917240653713	True	3.377356316713893	UP	False
6 - GPALPP1	0.004785037115406898	0.33801231056769654	0.014283692881811636	True	2.1263097329555203	DOWN	False
16 - STK10	0.004984359472076094	0.551038335671775	0.014856511094116525	True	4.309722487268249	UP	False
6 - DOPEY2	0.0051851651457511805	0.37107587192562286	0.015432039124259465	True	2.64120182650132	DOWN	False
6 - RBM44	0.005759318814554715	0.34334358872191206	0.01711536051873615	True	2.1817589214585653	DOWN	False
16 - AKIRIN1	0.006453800607243876	0.5522152640617488	0.01915074364167322	True	4.286462068486032	UP	False
16 - SDCBP	0.0066331523667387815	0.6018112806853219	0.01965378479033713	True	4.705632252063869	UP	False
6 - ADAMTS10	0.006781132867350714	0.3277554226113887	0.020062523276185545	True	2.088423143158739	DOWN	False
16 - IL17RA	0.006806042438094906	0.5319689735300736	0.020106476921993813	True	4.148946953175401	UP	False
16 - ACAP1	0.00782223852736963	0.4927338995154267	0.023074449933243743	True	3.89423093578102	UP	False
6 - AAAS	0.00798229761384961	0.32183219999834944	0.02351192227938029	True	2.0729010023139898	DOWN	False
16 - POLR2L	0.008108670503548687	0.5861879003298489	0.023849030892790255	True	4.594189618903546	UP	False
9 - TOMM40L	0.008132582902010799	0.4087304134594898	0.0238764511624408	True	2.600983773135784	UP	False
9 - TYW1	0.008141869846392313	0.39299032065496264	0.0238764511624408	True	2.4352253627697853	UP	False
13 - AHNAK	0.008164302884920205	0.45062150657790223	0.023907182679122122	True	3.5776859393170497	DOWN	False
16 - UBXN1	0.008407745315416215	0.5334606056973203	0.024584050629871974	True	4.09530726804311	UP	False
5 - ZNF678	0.008495419126638537	0.40934835294618377	0.024767985791949085	True	2.494451078029151	UP	False
6 - KLF11	0.008488586238966533	0.4111702395719292	0.024767985791949085	True	3.1461545677529443	DOWN	False
9 - SLC25A32	0.008596062895501633	0.3640223420861193	0.02502492837118379	True	2.1225869022036887	UP	False
9 - ZNF699	0.008625823738867888	0.40409419071921604	0.025075069008336885	True	2.6550113393291217	UP	False
9 - IGLC2	0.008852762747988296	0.4322363840521303	0.0256974245224624	True	2.89836785173844	UP	False
9 - TCP11L2	0.008870315330272716	0.41597573150405853	0.025711058928326713	True	2.686979121960838	UP	False
6 - FASTKD3	0.008981081365998733	0.42567268936819336	0.025994446790155525	True	3.307405315968746	DOWN	False
9 - ANAPC2	0.008999606504444535	0.3588112254754431	0.02599650104026923	True	1.9909814833535107	UP	False
9 - ATP6V0D1	0.009007787610453288	0.3965089231797877	0.02599650104026923	True	2.6508159728940957	UP	False
5 - PLK3	0.009056765433790526	0.3986428885999478	0.026100188570001518	True	2.609947380281741	UP	False
6 - MMS22L	0.009131631664920148	0.4233518271945851	0.026273514937733607	True	3.287551834262266	DOWN	False
9 - DMTN	0.009143183198331295	0.3875035978105821	0.026273514937733607	True	2.3260141161621113	UP	False
16 - RAB7A	0.009286487135879762	0.5402934355276423	0.02662218000356302	True	4.219151757614166	UP	False
9 - SMPD4	0.009291140821243493	0.3862418042463739	0.02662218000356302	True	2.4204127298559257	UP	False
5 - NBPF26	0.009399097680046875	0.37290213601748	0.02685456480013393	True	2.412736990195502	UP	False
5 - DUSP4	0.009389290833448194	0.3812070409810636	0.02685456480013393	True	2.4780144899612386	UP	False
9 - TMEM79	0.009469092195655504	0.3657480932696682	0.02694927217525996	True	2.2359993641968803	UP	False
9 - AGMAT	0.009472669169603876	0.3888164319799765	0.02694927217525996	True	2.555564069038192	UP	False
9 - NPIPB5	0.009467014032420229	0.34552421844453096	0.02694927217525996	True	2.006974843435766	UP	False
9 - MAST2	0.009503332193429026	0.3957690048653547	0.026998102822241552	True	2.5715123948507266	UP	False
5 - PSMG3-AS1	0.009529429057246963	0.3445703859309658	0.027033841297154505	True	2.1040912712962356	UP	False
9 - FADS2	0.009549151721213178	0.4221205888776034	0.027051421306552914	True	2.7603276041996034	UP	False
16 - AAK1	0.0096927254619531	0.508515934108847	0.02741930823749109	True	3.9545775155907092	UP	False
9 - CCDC34	0.00987534509049981	0.37986139765582405	0.027896455057909067	True	2.4272142718829253	UP	False
9 - GAS6	0.009935944678444386	0.36905370865744114	0.02802805268954693	True	2.386619096946599	UP	False
9 - STAG3	0.010030676272420491	0.3642446109451627	0.02825542611949434	True	2.3459186202534426	UP	False
4 - STON2	0.010056226107291844	0.37800346044659816	0.028287555857361025	True	2.540284629454398	UP	False
5 - SIK1	0.010131031305515292	0.38007966936377724	0.02845029841784758	True	2.4864284142104522	UP	False
5 - DIABLO	0.010142531385962661	0.37517491666845726	0.02845029841784758	True	2.425178525954099	UP	False
6 - ZBTB16	0.010378937343673011	0.3914215413553236	0.02890867994582151	True	2.9905659706710277	DOWN	False
1 - CCL4L2	0.010392670440522833	0.3594224117838142	0.02890867994582151	True	2.3528971815917594	UP	False
5 - LINC00893	0.0103623437388225	0.34464605710129426	0.02890867994582151	True	2.158789609941784	UP	False
9 - HMGB3	0.010339190555208488	0.3485574680035518	0.02890867994582151	True	2.23550312554758	UP	False
9 - ARMC10	0.010372440966594731	0.4069289691891752	0.02890867994582151	True	2.716924150089579	UP	False
9 - PFDN6	0.010371890908704606	0.35853743924222536	0.02890867994582151	True	2.2214088126723923	UP	False
5 - MORC2-AS1	0.010422523938996897	0.3653434902822895	0.028951455386102495	True	2.416138831626449	UP	False
9 - ZNF627	0.010437289656086368	0.35240674255463045	0.028952259794969123	True	2.2631992025183054	UP	False
9 - SLC35E4	0.010480282112343309	0.34669413809187277	0.02903125238876263	True	2.23381268428224	UP	False
5 - NRP2	0.01049503204001545	0.34289601071917497	0.02903190052563057	True	2.158657333087223	UP	False
5 - IGHGP	0.010514180019747021	0.4040083145407598	0.02904469618714647	True	2.7186766261888073	UP	False
9 - TPM1	0.010532023817032332	0.3831411582261808	0.029053858805606434	True	2.4633603966464386	UP	False
9 - PGBD4	0.010572261981938502	0.3716531522477351	0.029084896378830292	True	2.4336847214019324	UP	False
16 - BAZ2A	0.010615987178273056	0.47423410514095454	0.029084896378830292	True	3.761660843540682	UP	False
9 - TMEM44	0.010605186566105429	0.3497548156554737	0.029084896378830292	True	2.222472651291166	UP	False
9 - KBTBD8	0.010601652056759003	0.3609420581253219	0.029084896378830292	True	2.364794161456584	UP	False
9 - RACGAP1	0.010590898998311782	0.3868342854597526	0.029084896378830292	True	2.58026309004239	UP	False
5 - STAM	0.010651011762544016	0.3412521126133453	0.029099540125034278	True	2.0728022586377155	UP	False
9 - LRFN4	0.010664981455825062	0.35784813605580634	0.029099540125034278	True	2.3224631763574957	UP	False
9 - TTC7B	0.010636606804568682	0.3415365719700564	0.029099540125034278	True	2.1579197991667596	UP	False
9 - HIST1H2AC	0.010698585218578582	0.4400509862144768	0.029151458361249542	True	3.042745689208156	UP	False
9 - FASN	0.010754333772506897	0.34048140393648185	0.02925058529444686	True	2.1299693954680183	UP	False
9 - ARHGEF5	0.01080010367485118	0.3588908862047746	0.02925058529444686	True	2.362893097059858	UP	False
5 - ZNF658	0.010786177984727141	0.34730296549837425	0.02925058529444686	True	2.2235502673844496	UP	False
9 - PROS1	0.010808091266298114	0.3581908695125301	0.02925058529444686	True	2.352244973166455	UP	False
5 - HIC1	0.010788042447075541	0.3668272299518883	0.02925058529444686	True	2.440970459056178	UP	False
1 - RASD1	0.010876154888828538	0.36137849530732546	0.029395013213050103	True	2.3839157005470595	UP	False
9 - IGHA2	0.010939828523889639	0.3516194942890297	0.029527202493629254	True	2.312477276240992	UP	False
9 - XAB2	0.011037960998445562	0.357916114366322	0.02975191643785866	True	2.2770473980033783	UP	False
16 - VAPA	0.011093337286866789	0.553461448282351	0.029860934823329178	True	4.404303556734206	UP	False
16 - MYADM	0.01119908508993861	0.57071845538332	0.030105067446071533	True	4.438610636727352	UP	False
9 - ZNF700	0.011235295940131396	0.33064611339062444	0.030147637302329944	True	2.056466912745555	UP	False
16 - XRCC6	0.011245068713769069	0.5072078483354662	0.030147637302329944	True	3.8675516917089845	UP	False
9 - FARP2	0.011363002393434019	0.3471547710752566	0.03042303184319684	True	2.11138787721397	UP	False
9 - CARHSP1	0.011422358417295664	0.3611362540952703	0.030494315512406445	True	2.2982206944789696	UP	False
9 - RRAGB	0.011435368317152417	0.3966863988781526	0.030494315512406445	True	2.600429058850969	UP	False
9 - GTF2B	0.011415740909206717	0.40920272307750616	0.030494315512406445	True	2.5634344464496324	UP	False
4 - DLGAP1-AS2	0.011451940436785102	0.4332055135660492	0.030497844039374437	True	2.8260513045360627	UP	False
5 - EAF1-AS1	0.011527626072447617	0.34822802468996383	0.030658579979913874	True	2.3210895606285225	UP	False
4 - H1F0	0.011582337101178064	0.33805613378188815	0.030722379578721655	True	2.1574178424766663	UP	False
9 - MRRF	0.011578205283241494	0.3606898383869864	0.030722379578721655	True	2.2606925852705615	UP	False
5 - VMAC	0.011663242757116832	0.34935528114616876	0.030896007303620746	True	2.3223197133768685	UP	False
5 - LETM2	0.011706766555368509	0.3588800315547416	0.03097028189250928	True	2.398967968138565	UP	False
9 - MTRNR2L8	0.011752831729418434	0.33245383499456505	0.031051074582347248	True	2.155465517162238	UP	False
3 - SULT1B1	0.011771129466063401	0.35014788340735703	0.03105838909251557	True	2.1378488261276734	UP	False
16 - HNRNPR	0.011798522171645676	0.5017284643420827	0.0310896499911612	True	3.9292592724217075	UP	False
9 - MRPS36	0.012184645514846881	0.3298266019478353	0.03206485661801811	True	2.1435688742799406	UP	False
9 - PPARD	0.012367176632532284	0.30522703175471333	0.03250243530231875	True	1.7595211072699626	UP	False
9 - SUCLA2	0.012738311881888342	0.3485172619261995	0.03343388945377518	True	2.284366986389962	UP	False
16 - PTBP3	0.012870106898876577	0.49618045639914776	0.03373553577687176	True	3.939483505680372	UP	False
9 - LTBR	0.012891898397169421	0.33028458289282847	0.03374842512348016	True	2.201583157594996	UP	False
16 - PAG1	0.012959252849408798	0.47805372206043784	0.03388039960629751	True	3.6698306692264673	UP	False
1 - SPIB	0.013151907457552903	0.3461266230629162	0.03431760637541807	True	2.303079000788047	UP	False
9 - MCU	0.01316080204497283	0.33787891568684514	0.03431760637541807	True	2.2116707994517615	UP	False
9 - CACNB4	0.013277918552319634	0.3239536043180272	0.03454213113066629	True	2.133427850160648	UP	False
8 - FLYWCH1	0.013281449419741187	0.3667529146532701	0.03454213113066629	True	2.458731961103597	UP	False
9 - TMEM14C	0.013325997660904365	0.30990723975931134	0.03460029011121657	True	1.9000515374958398	UP	False
3 - FAM157C	0.013338411837873987	0.335544788431389	0.03460029011121657	True	2.217823666041021	UP	False
5 - CD163	0.013412355790208164	0.33571110194459397	0.03474703572592788	True	2.239611043056112	UP	False
9 - CCDC28A	0.013443300251832047	0.34020236845390117	0.03478214812893156	True	2.129317062064292	UP	False
16 - PSMB8	0.013626870257749446	0.4908935425980727	0.03521155105361614	True	3.8174325766536503	UP	False
9 - LNX2	0.013652243448348256	0.4046193473049319	0.035231595995737434	True	2.725546074899842	UP	False
6 - MTRNR2L1	0.013780581626755328	0.38012749368606735	0.035471252578520795	True	2.9757172160571774	DOWN	False
9 - PXMP2	0.013768786443203451	0.31357929449117716	0.035471252578520795	True	2.1094453284819474	UP	False
16 - UTRN	0.013802288234575522	0.4770792119868742	0.03548146075726355	True	3.66845671367137	UP	False
9 - CRTC1	0.013906463226065036	0.30583474410975875	0.03570337156884476	True	1.909392949061869	UP	False
9 - KNOP1	0.014051090576845948	0.33634815618331004	0.03602843737652807	True	2.2534580825667048	UP	False
9 - CAPG	0.014125493255043198	0.31307845857504935	0.03617283804108373	True	2.0184047754271517	UP	False
16 - PBRM1	0.014350263564830046	0.44117067615799055	0.036701441342276334	True	3.5194134119905507	UP	False
9 - SLC25A16	0.014577040463604973	0.32479497650026024	0.03723381983040862	True	2.062529992710723	UP	False
16 - PRPF4B	0.014731512241238476	0.4719593017085649	0.03758038837050631	True	3.7543404976831094	UP	False
9 - MFSD12	0.014784846505321969	0.36346087618833534	0.03766839873967381	True	2.4039667269510963	UP	False
9 - WDR5	0.015208663830853841	0.30825895809042025	0.03869889015484438	True	1.9869509266028886	UP	False
16 - RSRP1	0.015271826765290597	0.5091633851851429	0.03881023320277153	True	3.9981667791579683	UP	False
5 - HES6	0.015483399637832851	0.3147244568932729	0.03929796862394124	True	2.0991469310360014	UP	False
9 - ZNF841	0.015706449327922756	0.2914986284970612	0.0398135597665976	True	1.798054979314148	UP	False
9 - CD82	0.015793769510537903	0.33927210573735134	0.039984226608956716	True	2.2464607072929823	UP	False
8 - SLC26A11	0.016005197622872336	0.3588466397922221	0.04046826200473409	True	2.4772897747938516	UP	False
20 - XIST	0.01607834208869685	0.44107341353415974	0.04060187396135568	True	3.6661882846023928	DOWN	False
8 - PRR3	0.016138303932106357	0.33836614568239654	0.04070190146811187	True	2.296496503189707	UP	False
5 - PLPP6	0.016264156946378283	0.31166373950381254	0.04092884916885525	True	2.0886893210629465	UP	False
16 - FNBP1	0.016269217544619963	0.4602169529012078	0.04092884916885525	True	3.610584168844299	UP	False
9 - RAB3GAP1	0.016540143512197458	0.2736006265719544	0.04155814952813432	True	1.677689077868915	UP	False
9 - CHCHD5	0.016808546608405583	0.33865824486216145	0.04217953979524613	True	2.319631749308969	UP	False
9 - EEF2K	0.01687697123240406	0.34841597975974126	0.04229817351479714	True	2.2680769660484605	UP	False
7 - LGALSL	0.016987506851396383	0.27923158883932087	0.04252191952790083	True	1.8145697412005668	UP	False
9 - AQP3	0.017026925032406548	0.3097354841879352	0.04256731258101637	True	2.1149344078831733	UP	False
18 - PEX13	0.01719574318221584	0.3289083990836027	0.04293568834510821	True	2.575212061563645	DOWN	False
9 - PRDM10	0.017304450970754726	0.3483115022639277	0.04315324431609657	True	2.4046844078946283	UP	False
9 - HAVCR2	0.017535709660619903	0.36483971156117834	0.04367549106007448	True	2.5109786273822716	UP	False
16 - TRIM22	0.017606595693257843	0.4354991250896447	0.043797501724521994	True	3.433437428533911	UP	False
8 - MIR181A1HG	0.017633952073511927	0.3092836872957959	0.043811061052203545	True	2.121426242788662	UP	False
5 - DGKG	0.017661292231998305	0.3057641636764342	0.04382454648138537	True	2.118677423980805	UP	False
8 - CD19	0.018026259873133665	0.3058951553114124	0.04467474565832383	True	2.052957489442013	UP	False
18 - CSNK1G1	0.01813016869485018	0.3211337852376456	0.044876655185272715	True	2.518225012721664	DOWN	False
9 - DUS3L	0.018246872980921536	0.275511051263682	0.04510969834591232	True	1.763935507836094	UP	False
9 - KLHL2	0.018377391544699195	0.35387504875726195	0.045376275419010355	True	2.363089454699499	UP	False
16 - GLG1	0.01840136781221502	0.4394534065117276	0.04537945206464863	True	3.431420680148454	UP	False
21 - STAG3	0.018923175810389714	0.3530068365212784	0.046608807414752984	True	2.605726088402567	UP	False
16 - HUWE1	0.01900931593472832	0.432964766183637	0.046763384833280006	True	3.4141829243021733	UP	False
16 - SYK	0.019137904806057482	0.46569769774858494	0.04702187913036237	True	3.6553879835953116	UP	False
16 - H1FX	0.019414149794064417	0.5326551023978502	0.04764208538420716	True	4.135760302916196	UP	False
8 - KCTD13	0.019548581901857598	0.29576171440539334	0.04791319093592549	True	2.0839151723088496	UP	False
18 - UBA3	0.019708048314600934	0.3102206754413048	0.04824491631481257	True	2.402087726733308	DOWN	False
16 - POMP	0.020204351257406716	0.5199429555942452	0.04939939182740029	True	4.086911937249273	UP	False
18 - SETD3	0.020244134253811774	0.30442624002263596	0.04943622528403364	True	2.359362069291636	DOWN	False
9 - CYBB	0.02027098575965458	0.29904088085239866	0.04944142868208434	True	1.894719250234306	UP	False
